month,department_id,account_id,amount
2024-01-01,CORP,REV_SUB,1796834.6
2024-01-01,CORP,REV_SVC,125778.42
2024-01-01,CORP,COGS_HOST,206502.08
2024-01-01,CORP,COGS_SUPPORT,81896.37
2024-01-01,CORP,COGS_PAY,34607.03
2024-01-01,SM,SM_SAL,485438.0
2024-01-01,RND,RND_SAL,532377.5
2024-01-01,GA,GA_SAL,186269.18
2024-01-01,CS,CS_SAL,168262.2
2024-01-01,SM,SM_COMM,107810.08
2024-01-01,SM,SM_MKT,174107.71
2024-01-01,SM,SM_EVENTS,33744.65
2024-01-01,SM,SM_SW,22000.0
2024-01-01,SM,SM_TE,18000.0
2024-01-01,RND,RND_CONTRACT,89345.85
2024-01-01,RND,RND_CLOUD,60101.02
2024-01-01,RND,RND_SW,28000.0
2024-01-01,RND,RND_RECRUIT,25000.0
2024-01-01,GA,GA_LEGAL,45089.72
2024-01-01,GA,GA_SW,30000.0
2024-01-01,GA,GA_INS,22000.0
2024-01-01,GA,GA_FAC,55000.0
2024-01-01,GA,GA_ADMIN,18000.0
2024-01-01,CS,CS_SW,20000.0
2024-01-01,CS,CS_TRAIN,12000.0
2024-01-01,CS,CS_TE,10000.0
2024-02-01,CORP,REV_SUB,1842971.44
2024-02-01,CORP,REV_SVC,129008.0
2024-02-01,CORP,COGS_HOST,208305.28
2024-02-01,CORP,COGS_SUPPORT,82035.82
2024-02-01,CORP,COGS_PAY,35495.63
2024-02-01,SM,SM_SAL,498677.91
2024-02-01,RND,RND_SAL,545450.07
2024-02-01,GA,GA_SAL,187995.72
2024-02-01,CS,CS_SAL,168131.16
2024-02-01,SM,SM_COMM,110578.29
2024-02-01,SM,SM_MKT,181076.72
2024-02-01,SM,SM_EVENTS,36668.05
2024-02-01,SM,SM_SW,22080.0
2024-02-01,SM,SM_TE,18120.0
2024-02-01,RND,RND_CONTRACT,93580.55
2024-02-01,RND,RND_CLOUD,61368.68
2024-02-01,RND,RND_SW,28120.0
2024-02-01,RND,RND_RECRUIT,25150.0
2024-02-01,GA,GA_LEGAL,46127.3
2024-02-01,GA,GA_SW,30100.0
2024-02-01,GA,GA_INS,22060.0
2024-02-01,GA,GA_FAC,55150.0
2024-02-01,GA,GA_ADMIN,18080.0
2024-02-01,CS,CS_SW,20110.0
2024-02-01,CS,CS_TRAIN,12070.0
2024-02-01,CS,CS_TE,10060.0
2024-03-01,CORP,REV_SUB,1882844.21
2024-03-01,CORP,REV_SVC,131799.09
2024-03-01,CORP,COGS_HOST,215338.66
2024-03-01,CORP,COGS_SUPPORT,85943.28
2024-03-01,CORP,COGS_PAY,36263.58
2024-03-01,SM,SM_SAL,512986.04
