month,department_id,account_id,amount
2024-01-01,CORP,REV_SUB,1794837.47
2024-01-01,CORP,REV_SVC,125638.62
2024-01-01,CORP,COGS_HOST,206406.31
2024-01-01,CORP,COGS_SUPPORT,80767.69
2024-01-01,CORP,COGS_PAY,34568.57
2024-01-01,SM,SM_SAL,483333.33
2024-01-01,RND,RND_SAL,532000.0
2024-01-01,GA,GA_SAL,187500.0
2024-01-01,CS,CS_SAL,168000.0
2024-01-01,SM,SM_COMM,107690.25
2024-01-01,SM,SM_MKT,180000.0
2024-01-01,SM,SM_EVENTS,35000.0
2024-01-01,SM,SM_SW,22000.0
2024-01-01,SM,SM_TE,18000.0
2024-01-01,RND,RND_CONTRACT,90000.0
2024-01-01,RND,RND_CLOUD,60000.0
2024-01-01,RND,RND_SW,28000.0
2024-01-01,RND,RND_RECRUIT,25000.0
2024-01-01,GA,GA_LEGAL,45000.0
2024-01-01,GA,GA_SW,30000.0
2024-01-01,GA,GA_INS,22000.0
2024-01-01,GA,GA_FAC,55000.0
2024-01-01,GA,GA_ADMIN,18000.0
2024-01-01,CS,CS_SW,20000.0
2024-01-01,CS,CS_TRAIN,12000.0
2024-01-01,CS,CS_TE,10000.0
2024-02-01,CORP,REV_SUB,1840475.18
2024-02-01,CORP,REV_SVC,128833.26
2024-02-01,CORP,COGS_HOST,211654.65
2024-02-01,CORP,COGS_SUPPORT,82821.38
2024-02-01,CORP,COGS_PAY,35447.55
2024-02-01,SM,SM_SAL,495416.67
2024-02-01,RND,RND_SAL,546000.0
2024-02-01,GA,GA_SAL,187500.0
2024-02-01,CS,CS_SAL,168000.0
2024-02-01,SM,SM_COMM,110428.51
2024-02-01,SM,SM_MKT,181200.0
2024-02-01,SM,SM_EVENTS,35300.0
2024-02-01,SM,SM_SW,22080.0
2024-02-01,SM,SM_TE,18120.0
2024-02-01,RND,RND_CONTRACT,90600.0
2024-02-01,RND,RND_CLOUD,60400.0
2024-02-01,RND,RND_SW,28120.0
2024-02-01,RND,RND_RECRUIT,25150.0
2024-02-01,GA,GA_LEGAL,45200.0
2024-02-01,GA,GA_SW,30100.0
2024-02-01,GA,GA_INS,22060.0
2024-02-01,GA,GA_FAC,55150.0
2024-02-01,GA,GA_ADMIN,18080.0
2024-02-01,CS,CS_SW,20110.0
2024-02-01,CS,CS_TRAIN,12070.0
2024-02-01,CS,CS_TE,10060.0
2024-03-01,CORP,REV_SUB,1878583.93
2024-03-01,CORP,REV_SVC,131500.87
2024-03-01,CORP,COGS_HOST,216037.15
2024-03-01,CORP,COGS_SUPPORT,84536.28
2024-03-01,CORP,COGS_PAY,36181.53
2024-03-01,SM,SM_SAL,507500.0
2024-03-01,RND,RND_SAL,546000.0
2024-03-01,GA,GA_SAL,200000.0
2024-03-01,CS,CS_SAL,177333.33
2024-03-01,SM,SM_COMM,112715.04
2024-03-01,SM,SM_MKT,182400.0
2024-03-01,SM,SM_EVENTS,35600.0
2024-03-01,SM,SM_SW,22160.0
2024-03-01,SM,SM_TE,18240.0
2024-03-01,RND,RND_CONTRACT,91200.0
2024-03-01,RND,RND_CLOUD,60800.0
2024-03-01,RND,RND_SW,28240.0
2024-03-01,RND,RND_RECRUIT,25300.0
2024-03-01,GA,GA_LEGAL,45400.0
2024-03-01,GA,GA_SW,30200.0
2024-03-01,GA,GA_INS,22120.0
2024-03-01,GA,GA_FAC,55300.0
2024-03-01,GA,GA_ADMIN,18160.0
2024-03-01,CS,CS_SW,20220.0
2024-03-01,CS,CS_TRAIN,12140.0
2024-03-01,CS,CS_TE,10120.0
2024-04-01,CORP,REV_SUB,1909122.05
2024-04-01,CORP,REV_SVC,133638.54
2024-04-01,CORP,COGS_HOST,219549.04
2024-04-01,CORP,COGS_SUPPORT,85910.49
2024-04-01,CORP,COGS_PAY,36769.69
2024-04-01,SM,SM_SAL,507500.0
2024-04-01,RND,RND_SAL,560000.0
2024-04-01,GA,GA_SAL,200000.0
2024-04-01,CS,CS_SAL,177333.33
2024-04-01,SM,SM_COMM,114547.32
2024-04-01,SM,SM_MKT,183600.0
2024-04-01,SM,SM_EVENTS,35900.0
2024-04-01,SM,SM_SW,22240.0
2024-04-01,SM,SM_TE,18360.0
2024-04-01,RND,RND_CONTRACT,91800.0
2024-04-01,RND,RND_CLOUD,61200.0
2024-04-01,RND,RND_SW,28360.0
2024-04-01,RND,RND_RECRUIT,25450.0
2024-04-01,GA,GA_LEGAL,45600.0
2024-04-01,GA,GA_SW,30300.0
2024-04-01,GA,GA_INS,22180.0
2024-04-01,GA,GA_FAC,55450.0
2024-04-01,GA,GA_ADMIN,18240.0
2024-04-01,CS,CS_SW,20330.0
2024-04-01,CS,CS_TRAIN,12210.0
2024-04-01,CS,CS_TE,10180.0
2024-05-01,CORP,REV_SUB,1934107.75
2024-05-01,CORP,REV_SVC,135387.54
2024-05-01,CORP,COGS_HOST,222422.39
2024-05-01,CORP,COGS_SUPPORT,87034.85
2024-05-01,CORP,COGS_PAY,37250.92
2024-05-01,SM,SM_SAL,519583.33
2024-05-01,RND,RND_SAL,560000.0
2024-05-01,GA,GA_SAL,200000.0
2024-05-01,CS,CS_SAL,186666.67
2024-05-01,SM,SM_COMM,116046.46
2024-05-01,SM,SM_MKT,184800.0
2024-05-01,SM,SM_EVENTS,36200.0
2024-05-01,SM,SM_SW,22320.0
2024-05-01,SM,SM_TE,18480.0
2024-05-01,RND,RND_CONTRACT,92400.0
2024-05-01,RND,RND_CLOUD,61600.0
2024-05-01,RND,RND_SW,28480.0
2024-05-01,RND,RND_RECRUIT,25600.0
2024-05-01,GA,GA_LEGAL,45800.0
2024-05-01,GA,GA_SW,30400.0
2024-05-01,GA,GA_INS,22240.0
2024-05-01,GA,GA_FAC,55600.0
2024-05-01,GA,GA_ADMIN,18320.0
2024-05-01,CS,CS_SW,20440.0
2024-05-01,CS,CS_TRAIN,12280.0
2024-05-01,CS,CS_TE,10240.0
2024-06-01,CORP,REV_SUB,1957087.96
2024-06-01,CORP,REV_SVC,136996.16
2024-06-01,CORP,COGS_HOST,225065.11
2024-06-01,CORP,COGS_SUPPORT,88068.96
2024-06-01,CORP,COGS_PAY,37693.51
2024-06-01,SM,SM_SAL,531666.67
2024-06-01,RND,RND_SAL,574000.0
2024-06-01,GA,GA_SAL,200000.0
2024-06-01,CS,CS_SAL,186666.67
2024-06-01,SM,SM_COMM,117425.28
2024-06-01,SM,SM_MKT,186000.0
2024-06-01,SM,SM_EVENTS,36500.0
2024-06-01,SM,SM_SW,22400.0
2024-06-01,SM,SM_TE,18600.0
2024-06-01,RND,RND_CONTRACT,93000.0
2024-06-01,RND,RND_CLOUD,62000.0
2024-06-01,RND,RND_SW,28600.0
2024-06-01,RND,RND_RECRUIT,25750.0
2024-06-01,GA,GA_LEGAL,46000.0
2024-06-01,GA,GA_SW,30500.0
2024-06-01,GA,GA_INS,22300.0
2024-06-01,GA,GA_FAC,55750.0
2024-06-01,GA,GA_ADMIN,18400.0
2024-06-01,CS,CS_SW,20550.0
2024-06-01,CS,CS_TRAIN,12350.0
2024-06-01,CS,CS_TE,10300.0
2024-07-01,CORP,REV_SUB,1975812.31
2024-07-01,CORP,REV_SVC,138306.86
2024-07-01,CORP,COGS_HOST,227218.42
2024-07-01,CORP,COGS_SUPPORT,88911.55
